IGRP,PLANT,RFURB,RYR,ECP,SUMCAP,WINCAP,FUELTYPE,COOLTECH,UNITTECH,WATERSOURCE,FUELREG,HUC8,HUC8_QGIS,LAT,LON
288,301,1968,201312,ET,16,16,NG,NA,CT,Surface,23,18070304_CA,18070304_CA,-116.972,32.796
289,302,1956,201712,ST,844,844,NG,OT,ST,Ocean,23,18070303_CA,18070303_CA,-117.336,33.136
290,302,1968,201712,ET,14,14,NN,NA,NN,Unknown,23,18070303_CA,18070303_CA,-117.336,33.136
291,302,1954,201712,ST,106,106,NG,OT,ST,Ocean,23,18070303_CA,18070303_CA,-117.336,33.136
292,303,1972,201312,ET,136,136,NN,NA,NN,Unknown,23,18070304_CA,18070304_CA,-117.134,32.834
293,305,1972,201312,ET,36,36,NG,NA,CT,Surface,23,18070304_CA,18070304_CA,-117.166,32.876
294,310,1964,200912,ST,397,397,NG,OT,ST,Ocean,23,18070304_CA,18070304_CA,-117.096,32.613
295,310,1971,20111,ET,14,14,OL,NA,CT,Ocean,23,18070304_CA,18070304_CA,-117.096,32.613
296,310,1960,20111,ST,146,146,NG,OT,ST,Ocean,23,18070304_CA,18070304_CA,-117.096,32.613
297,314,1982,999912,HY,3,3.6,HY,NA,HY,Surface,23,18100204_CA,18100200_CA,-115.397,32.678
298,315,1956,999912,ST,1997,1997,NG,OT,ST,Ocean,23,18070106_CA,18070106_CA,-118.101,33.769
299,316,1982,999912,HY,8.5,8.5,HY,NA,HY,Surface,23,18070104_CA,18070104_CA,-118.48,34.097
300,317,1913,999912,HY,88.4,88.4,HY,NA,HY,Surface,23,18040006_CA,18040006_CA,-119.239,37.204
301,318,1913,999912,HY,66.6,66.6,HY,NA,HY,Surface,23,18040006_CA,18040006_CA,-119.307,37.2
302,319,1923,999912,HY,173.5,173.5,HY,NA,HY,Surface,23,18040006_CA,18040006_CA,-119.387,37.15
303,320,1951,999912,HY,100,100,HY,NA,HY,Surface,23,18040006_CA,18040006_CA,-119.49,37.139
304,321,1921,999912,HY,70.8,70.8,HY,NA,HY,Surface,23,18040006_CA,18040006_CA,-119.329,37.209
305,322,1928,999912,HY,100,100,HY,NA,HY,Surface,23,18040006_CA,18040006_CA,-119.306,37.2
306,323,1908,999912,HY,7.3,7.3,HY,NA,HY,Surface,23,18090102_CA,18090102_CA,-118.573,37.273
307,324,1913,999912,HY,7.9,7.9,HY,NA,HY,Surface,23,18090102_CA,18090102_CA,-118.531,37.302
308,325,1905,999912,HY,8,8,HY,NA,HY,Surface,23,18090102_CA,18090102_CA,-118.501,37.323
309,326,1943,999912,HY,3.8,3.8,HY,NA,HY,Surface,23,18090102_CA,18090102_CA,-118.479,37.334
310,327,1913,999912,HY,1.6,1.6,HY,NA,HY,Surface,23,18090102_CA,18090102_CA,-118.463,37.35
311,328,1904,999912,HY,10.6,10.6,HY,NA,HY,Surface,23,18030001_CA,18030001_CA,-118.524,35.806
312,329,1961,999912,ST,145,145,NG,RC,ST,Groundwater,23,18090208_CA,18090208_CA,-116.854,34.861
313,329,1978,999912,EC,491,491,NG,RC,CC,Groundwater,23,18090208_CA,18090208_CA,-116.854,34.861
314,330,1965,999912,ST,335,335,NG,OT,ST,Ocean,23,18070104_CA,18070104_CA,-118.423,33.911
315,331,1963,999912,ST,640,640,NG,RC,ST,Waste,23,18070203_CA,18070203_CA,-117.526,34.091
316,332,1917,999912,HY,2.8,2.8,HY,NA,HY,Surface,23,18070203_CA,18070203_CA,-117.397,34.155
317,335,1958,999912,ST,451.6,451.6,NG,OT,ST,Ocean,23,18070201_CA,18070203_CA,-117.979,33.644
318,336,1929,999912,HY,1.8,1.8,HY,NA,HY,Surface,23,18030007_CA,18030007_CA,-118.879,36.461
319,337,1929,999912,HY,2.1,2.1,HY,NA,HY,Surface,23,18030007_CA,18030007_CA,-118.861,36.466
320,338,1913,999912,HY,4.5,4.5,HY,NA,HY,Surface,23,18030007_CA,18030007_CA,-118.834,36.487
321,339,1921,999912,HY,40.2,40.2,HY,NA,HY,Surface,23,18030001_CA,18030001_CA,-118.435,35.777
322,340,1907,999912,HY,26.4,26.4,HY,NA,HY,Surface,23,18030003_CA,18030003_CA,-118.781,35.461
323,341,1976,999912,ET,260,260,NG,NA,CT,Ocean,23,18070106_CA,18070104_CA,-118.225,33.764
324,342,1911,999912,HY,3,3,HY,NA,HY,Surface,23,18090101_CA,18090101_CA,-119.171,38.043
325,344,1960,999912,HY,160,160,HY,NA,HY,Surface,23,18040006_CA,18040006_CA,-119.338,37.221
326,345,1970,999912,ET,130,130,NN,NA,NN,Unknown,23,18070103_CA,18070103_CA,-119.251,34.207
327,345,1959,999912,ST,430,430,NG,OT,ST,Ocean,23,18070103_CA,18070103_CA,-119.251,34.207
328,350,1971,999912,ST,1516,1516,NG,OT,ST,Ocean,23,18070103_CA,18070103_CA,-119.169,34.129
329,353,1924,999912,HY,10.9,10.9,HY,NA,HY,Surface,23,18090101_CA,18090101_CA,-119.215,37.945
330,354,1956,999912,HY,10.8,10.8,HY,NA,HY,Ocean,23,18040006_CA,18040006_CA,-119.069,37.319
332,357,1916,999912,HY,11,11,HY,NA,HY,Surface,23,18090101_CA,18090101_CA,-119.122,37.769
333,358,2005,999912,EC,972,1018,NG,RC,CC,Waste,23,18070203_CA,18070203_CA,-117.242,34.082
334,360,1983,201112,CN,1070,1070,NU,OT,ST,Ocean,23,18070301_CA,18070204_CA,-117.93,33.624
340,360,1984,201112,CN,1080,1080,NU,OT,ST,Ocean,23,18070301_CA,18070204_CA,-117.93,33.624
346,361,1899,999912,HY,3.2,3.2,HY,NA,HY,Surface,23,18070203_CA,18070203_CA,-117.057,34.146
347,363,1999,999912,HY,3.1,3.1,HY,NA,HY,Surface,23,18070203_CA,18070203_CA,-117.099,34.108
348,365,1909,999912,HY,2.6,2.6,HY,NA,HY,Surface,23,18030006_CA,18030006_CA,-118.788,36.136
349,371,1984,999912,CN,1132,1144,NU,RC,ST,Surface,22,17020016_WA,17020016_WA,-119.334,46.471
351,376,1930,999912,HY,27.7,27.7,HY,NA,HY,Surface,23,18040012_CA,18040005_CA,-120.851,38.257
352,377,1977,999912,EC,110,118,NG,RC,CC,Waste,23,18070105_CA,18070105_CA,-118.278,34.156
353,377,1953,999912,MS,98,98,NG,RC,ST,Waste,23,18070105_CA,18070105_CA,-118.278,34.156
355,377,2004,999912,ET,48,48,NG,NA,CT,Waste,23,18070105_CA,18070105_CA,-118.278,34.156
356,378,1920,999912,HY,0.6,0.6,NN,NA,NN,Unknown,8,07010103_MN,07010103_MN,-93.5,47.284
357,380,1960,999912,HY,156.8,156.8,HY,NA,HY,Surface,23,18040009_CA,18040009_CA,-119.968,37.896
358,381,1969,999912,HY,100,100,HY,NA,HY,Surface,23,18040009_CA,18040009_CA,-120.299,37.809
359,382,1967,999912,HY,115.5,115.5,HY,NA,HY,Surface,23,18040009_CA,18040009_CA,-119.878,37.869
360,383,1962,200912,ET,18,22,NN,NA,NN,Unknown,23,18100200_CA,18100200_CA,-115.534,32.969
361,384,1965,999912,C1,518,522,CL,OT,ST,Surface,5,07120004_IL,07120004_IL,-88.124,41.494
362,384,1966,999912,C1,518,522,CL,OT,ST,Surface,5,07120004_IL,07120004_IL,-88.124,41.494
363,385,1953,999912,HY,8,10.2,HY,NA,HY,Surface,23,18100204_CA,18100200_CA,-115.017,32.709
364,386,1941,999912,HY,8,10,HY,NA,HY,Surface,23,18100204_CA,18100200_CA,-115.133,32.709
365,387,1950,999912,HY,16,20,HY,NA,HY,Surface,23,18100204_CA,18100200_CA,-115.221,32.709
366,388,1957,999912,HY,7,30.4,HY,NA,HY,Surface,23,15030107_CA,15030107_CA,-114.7,32.739
367,389,1952,999912,EC,254.1,271.4,NG,RC,CC,Surface,23,18100204_CA,18100200_CA,-115.54,32.802
369,389,1957,20109,ST,42,42,NG,RC,ST,Surface,23,18100204_CA,18100200_CA,-115.54,32.802
371,389,1968,999912,ST,73.9,80,NG,RC,ST,Surface,23,18100204_CA,18100200_CA,-115.54,32.802
372,391,1925,999912,HY,3,3,HY,NA,HY,Surface,23,18090102_CA,18090102_CA,-118.292,37.168
373,392,1973,999912,PS,250,250,HY,NA,OT,Surface,23,18070102_CA,18070102_CA,-118.656,34.587
374,392,1974,999912,PS,265,265,HY,NA,OT,Surface,23,18070102_CA,18070102_CA,-118.656,34.587
375,392,1977,999912,PS,265,265,HY,NA,OT,Surface,23,18070102_CA,18070102_CA,-118.656,34.587
376,392,1977,999912,PS,265,265,HY,NA,OT,Surface,23,18070102_CA,18070102_CA,-118.656,34.587
377,392,1978,999912,PS,265,265,HY,NA,OT,Surface,23,18070102_CA,18070102_CA,-118.656,34.587
378,392,1978,999912,PS,265,265,HY,NA,OT,Surface,23,18070102_CA,18070102_CA,-118.656,34.587
379,392,1972,999912,HY,56,56,HY,NA,HY,Surface,23,18070102_CA,18070102_CA,-118.656,34.587
380,393,1952,999912,HY,37.5,37.5,HY,NA,HY,Ocean,23,18090102_CA,18090102_CA,-118.442,37.386
381,394,1908,999912,HY,2.4,2.4,HY,NA,HY,Surface,23,18090103_CA,18090103_CA,-118.058,36.58
382,396,1971,999912,HY,9.9,9.9,HY,NA,HY,Surface,23,18070105_CA,18070105_CA,-118.432,34.305
383,397,1921,999912,HY,2,2,HY,NA,HY,Surface,23,18070104_CA,18070104_CA,-118.406,34.09
384,398,1927,999912,HY,7.2,7.2,HY,NA,HY,Surface,23,18090103_CA,18090103_CA,-117.947,36.217
385,399,1994,999912,EC,224,231,NG,OT,CC,Ocean,23,18070106_CA,18070104_CA,-118.264,33.786
387,399,2002,999912,ET,237,237,NG,NA,CT,Ocean,23,18070106_CA,18070104_CA,-118.264,33.786
388,400,1962,999912,ST,222,222,NG,OT,ST,Ocean,23,18070106_CA,18070106_CA,-118.099,33.765
389,400,2005,999912,EC,550,575,NG,OT,CC,Ocean,23,18070106_CA,18070106_CA,-118.099,33.765
390,400,2013,999912,ET,577.8,600,NN,NA,NN,Unknown,23,18070106_CA,18070106_CA,-118.099,33.765
391,400,1963,999912,ST,222,222,NG,OT,ST,Ocean,23,18070106_CA,18070106_CA,-118.099,33.765
394,401,1952,999912,HY,37.5,37.5,HY,NA,HY,Ocean,23,18090102_CA,18090102_CA,-118.442,37.386
395,402,1958,999912,HY,2.7,2.7,HY,NA,HY,Surface,23,18090102_CA,18090102_CA,-118.442,37.386
396,403,1922,999912,HY,6.1,6.1,HY,NA,HY,Surface,23,18070105_CA,18070105_CA,-118.432,34.305
397,404,1958,202012,ST,351,367,NG,OT,ST,Ocean,23,18070104_CA,18070104_CA,-118.428,33.918
398,407,1953,999912,HY,37.5,37.5,HY,NA,HY,Surface,23,18090102_CA,18090102_CA,-118.442,37.386
399,408,2002,999912,ET,43,43,NG,NA,CT,Surface,23,18070105_CA,18070105_CA,-118.391,34.245
400,408,2004,999912,EC,513,533,NG,RC,CC,Surface,23,18070105_CA,18070105_CA,-118.391,34.245
402,409,1967,999912,HY,94.5,94.5,HY,NA,HY,Surface,23,18040008_CA,18040008_CA,-120.273,37.587
403,410,1967,999912,HY,9,9,HY,NA,HY,Surface,23,18040008_CA,18040008_CA,-120.309,37.522
404,412,1965,999912,HY,44,44,HY,NA,HY,Surface,23,18020126_CA,18020126_CA,-120.89,39.178
405,413,1965,999912,HY,27.3,27.3,HY,NA,HY,Surface,23,16050101_CA,18020126_CA,-120.835,39.218
406,414,1957,999912,HY,11,8.5,HY,NA,HY,Surface,23,18040010_CA,18040010_CA,-120.077,38.203
407,415,1957,999912,HY,72,61.2,HY,NA,HY,Surface,23,18040010_CA,18040010_CA,-120.034,38.246
408,416,1958,999912,HY,25.8,22.5,HY,NA,HY,Surface,23,18040010_CA,18040010_CA,-120.605,37.876
409,417,1963,999912,HY,36,36,HY,NA,HY,Surface,23,18020123_CA,18020123_CA,-121.279,39.551
410,418,1963,999912,HY,9,9,HY,NA,HY,Surface,23,18020121_CA,18020106_CA,-121.491,39.532
411,419,1963,999912,HY,59,55,HY,NA,HY,Surface,23,18020159_CA,18020106_CA,-121.553,39.204
412,420,1965,999912,ST,71,73,NG,RC,ST,Surface,23,18070105_CA,18070105_CA,-118.117,34.117
413,422,1976,999912,ET,155,155,NG,NA,CT,Surface,23,18070105_CA,18070105_CA,-118.117,34.117
414,424,1966,999912,HY,17,16,HY,NA,HY,Surface,23,18020128_CA,18020128_CA,-120.408,39.078
415,425,1966,999912,HY,122,122,HY,NA,HY,Surface,23,18020128_CA,18020128_CA,-120.595,39.025
416,426,1966,999912,HY,6,6,HY,NA,HY,Surface,23,18020128_CA,18020128_CA,-120.746,39.004
417,427,1966,999912,HY,86.3,86.3,HY,NA,HY,Surface,23,18020128_CA,18020128_CA,-120.723,39
418,428,1982,999912,HY,2.7,2.7,HY,NA,HY,Surface,23,18040001_CA,18040001_CA,-120.434,37.292
419,430,1963,999912,HY,155.9,155.9,HY,NA,HY,Surface,23,18040013_CA,18020129_CA,-120.592,38.788
420,431,1961,999912,HY,156.2,156.2,HY,NA,HY,Surface,23,18020111_CA,18020129_CA,-120.516,38.775
421,432,1971,999912,HY,74.1,74.1,HY,NA,HY,Surface,23,18040011_CA,18020128_CA,-120.328,38.983
422,433,1965,999912,HY,25.5,25.5,HY,NA,HY,Surface,23,18020111_CA,18020111_CA,-121.221,38.717
423,435,1968,999912,HY,241,241,HY,NA,HY,Surface,23,18020129_CA,18020129_CA,-120.708,38.772
424,436,1972,999912,HY,280,280,HY,NA,HY,Surface,23,18070203_CA,18070203_CA,-117.334,34.206
425,437,1968,999912,HY,135.3,131.3,HY,NA,HY,Surface,23,18020123_CA,18020106_CA,-121.479,39.535
426,437,1968,999912,PS,112.4,122.6,HY,NA,OT,Surface,23,18020123_CA,18020106_CA,-121.479,39.535
427,437,1968,999912,HY,135.3,131.3,HY,NA,HY,Surface,23,18020123_CA,18020106_CA,-121.479,39.535
428,437,1968,999912,PS,112.4,122.6,HY,NA,OT,Surface,23,18020123_CA,18020106_CA,-121.479,39.535
429,437,1968,999912,HY,135.3,131.3,HY,NA,HY,Surface,23,18020123_CA,18020106_CA,-121.479,39.535
430,437,1969,999912,PS,112.4,122.6,HY,NA,OT,Surface,23,18020123_CA,18020106_CA,-121.479,39.535
431,438,1968,999912,HY,28,30,HY,NA,HY,Surface,23,18020159_CA,18020106_CA,-121.63,39.515
432,438,1968,999912,PS,25.6,27.3,HY,NA,OT,Surface,23,18020159_CA,18020106_CA,-121.63,39.515
433,438,1968,999912,PS,25.6,27.3,HY,NA,OT,Surface,23,18020159_CA,18020106_CA,-121.63,39.515
434,438,1968,999912,PS,25.6,27.3,HY,NA,OT,Surface,23,18020159_CA,18020106_CA,-121.63,39.515
435,439,1971,999912,HY,203.2,203.2,HY,NA,HY,Surface,23,18040009_CA,18040009_CA,-120.42,37.698
436,440,1924,999912,HY,4.3,4.3,HY,NA,HY,Surface,23,18040009_CA,18040002_CA,-120.444,37.67
437,441,1955,999912,HY,215.1,215.1,HY,NA,HY,Surface,23,18020111_CA,18020111_CA,-121.158,38.707
438,442,1963,999912,HY,177.4,177.4,HY,NA,HY,Surface,23,18020154_CA,18020112_CA,-122.627,40.647
439,443,1950,999912,HY,117,117,HY,NA,HY,Surface,23,18020154_CA,18020101_CA,-122.446,40.612
440,444,1955,999912,HY,16.6,16.6,HY,NA,HY,Surface,23,18020111_CA,18020111_CA,-121.159,38.676
441,445,1949,999912,HY,714,714,HY,NA,HY,Surface,23,18020154_CA,18020112_CA,-122.422,40.717
442,446,1968,999912,PS,2.4,2.4,NN,NA,NN,Unknown,23,18040014_CA,18040014_CA,-121.079,37.069
443,446,1968,999912,PS,2.4,2.4,NN,NA,NN,Unknown,23,18040014_CA,18040014_CA,-121.079,37.069
444,446,1967,999912,PS,2.4,2.4,NN,NA,NN,Unknown,23,18040014_CA,18040014_CA,-121.079,37.069
445,446,1967,999912,PS,2.4,2.4,NN,NA,NN,Unknown,23,18040014_CA,18040014_CA,-121.079,37.069
446,446,1968,999912,PS,2.4,2.4,NN,NA,NN,Unknown,23,18040014_CA,18040014_CA,-121.079,37.069
447,446,1967,999912,PS,2.4,2.4,NN,NA,NN,Unknown,23,18040014_CA,18040014_CA,-121.079,37.069
448,447,1942,999912,HY,120,120,HY,NA,HY,Surface,23,15030104_CA,15030101_CA,-114.14,34.295
449,448,1968,999912,PS,51,51,HY,NA,OT,Surface,23,18040001_CA,18040014_CA,-121.077,37.069
451,448,1968,999912,PS,50,50,HY,NA,OT,Surface,23,18040001_CA,18040014_CA,-121.077,37.069
453,448,1967,999912,PS,50,50,HY,NA,OT,Surface,23,18040001_CA,18040014_CA,-121.077,37.069
455,448,1967,999912,PS,50,50,HY,NA,OT,Surface,23,18040001_CA,18040014_CA,-121.077,37.069
457,448,1967,999912,PS,50,50,HY,NA,OT,Surface,23,18040001_CA,18040014_CA,-121.077,37.069
459,448,1967,999912,PS,50,50,HY,NA,OT,Surface,23,18040001_CA,18040014_CA,-121.077,37.069
461,448,1967,999912,PS,50,50,HY,NA,OT,Surface,23,18040001_CA,18040014_CA,-121.077,37.069
463,448,1967,999912,PS,50,50,HY,NA,OT,Surface,23,18040001_CA,18040014_CA,-121.077,37.069
465,450,1964,999912,HY,180,180,HY,NA,HY,Surface,23,18020154_CA,18020112_CA,-122.468,40.628
466,451,1964,999912,HY,140,140,HY,NA,HY,Surface,23,18020154_CA,18010211_CA,-122.763,40.797
467,454,1969,999912,HY,315,315,HY,NA,HY,Surface,23,18020125_CA,18020125_CA,-121.192,39.331
468,455,1969,999912,HY,46.7,46.7,HY,NA,HY,Surface,23,18020125_CA,18020125_CA,-121.27,39.239
469,457,1986,999912,HY,1.4,1.4,HY,NA,HY,Surface,23,18070303_CA,18070303_CA,-117.07,33.11
470,460,2001,999912,ST,27.8,27.8,NG,RC,ST,Surface,20,11020002_CO,11020002_CO,-104.614,38.267
471,460,1964,999912,ET,10,10,NN,NA,NN,Unknown,20,11020002_CO,11020002_CO,-104.614,38.267
472,462,1955,201312,B1,17.6,17.6,CL,RC,ST,Surface,20,11020002_CO,11020002_CO,-105.25,38.434
473,462,1959,201312,B1,24.9,24.9,CL,RC,ST,Surface,20,11020002_CO,11020002_CO,-105.25,38.434
474,464,1973,999912,ET,27,35,NG,NA,CT,Surface,20,13010002_CO,13010002_CO,-105.895,37.459
475,465,1951,20141,B7,35,40,CL,RC,ST,Surface,20,10190002_CO,10190002_CO,-105.003,39.67
476,465,1955,999912,B7,109,109,CL,RC,ST,Surface,20,10190002_CO,10190002_CO,-105.003,39.67
477,466,1911,20129,HY,5,5,HY,NA,HY,Surface,20,10190005_CO,10190005_CO,-105.333,40.004
478,466,2013,999912,HY,5,5,NN,NA,NN,Unknown,20,10190005_CO,10190005_CO,-105.333,40.004
479,467,1967,999912,PS,162,162,NN,NA,NN,Unknown,20,10190004_CO,10190004_CO,-105.709,39.655
480,467,1967,999912,PS,162,162,NN,NA,NN,Unknown,20,10190004_CO,10190004_CO,-105.709,39.655
481,468,1957,201012,B1,23.7,23.7,CL,OT,ST,Surface,20,14010005_CO,14010005_CO,-108.366,39.106
482,468,1960,201012,B1,49,49,CL,OT,ST,Surface,20,14010005_CO,14010005_CO,-108.366,39.106
483,469,1957,20124,H1,107,107,CL,RC,ST,Surface,20,10190003_CO,10190003_CO,-104.964,39.807
484,469,1959,201110,H1,106,106,CL,RC,ST,Surface,20,10190003_CO,10190003_CO,-104.964,39.807
485,469,1962,201512,B7,152,152,CL,RC,ST,Surface,20,10190003_CO,10190003_CO,-104.964,39.807
486,469,1968,999912,B7,352,352,CL,RC,ST,Surface,20,10190003_CO,10190003_CO,-104.964,39.807
487,470,1973,999912,B7,325,325,CL,RC,ST,Surface,20,11020002_CO,11020002_CO,-104.574,38.208
489,470,1975,999912,B7,335,335,CL,RC,ST,Surface,20,11020002_CO,11020002_CO,-104.574,38.208
491,470,2010,999912,B7,766,783,CL,RC,ST,Surface,20,11020002_CO,11020002_CO,-104.574,38.208
494,471,1973,999912,ET,18,18,NG,NA,CT,Surface,20,14010005_CO,14010005_CO,-108.735,39.136
495,472,1906,999912,HY,1.4,1.2,HY,NA,HY,Surface,20,10190004_CO,10190004_CO,-105.698,39.692
496,473,1932,999912,HY,3.2,3.2,HY,NA,HY,Surface,20,14010005_CO,14010005_CO,-108.366,39.106
497,474,1929,999912,HY,1.4,1.2,HY,NA,HY,Surface,20,11020001_CO,14080104_CO,-107.893,37.22
498,476,1909,999912,HY,15,8,HY,NA,HY,Surface,20,14010001_CO,14010001_CO,-107.205,39.578
499,477,1964,20181,B7,184,184,CL,PD,ST,Surface,20,10190005_CO,10190005_CO,-105.202,40.019
500,477,1973,999912,ET,43,53,NG,NA,CT,Surface,20,10190005_CO,10190005_CO,-105.202,40.019
501,478,1954,201412,ST,60,60,NG,RC,ST,Surface,20,10190002_CO,10190002_CO,-105.017,39.737
502,479,1983,999912,HY,2.8,2.8,HY,NA,HY,Surface,23,18070203_CA,18070203_CA,-117.497,33.834
503,480,1983,999912,HY,2.8,2.8,HY,NA,HY,Surface,23,18070203_CA,18070203_CA,-117.611,33.859
504,481,1983,999912,HY,7.9,7.9,HY,NA,HY,Surface,23,18070202_CA,18070202_CA,-117.183,33.836
505,482,1984,999912,HY,1.9,1.9,HY,NA,HY,Surface,23,18070105_CA,18070105_CA,-118.099,34.005
506,483,1984,999912,HY,3.1,3.1,HY,NA,HY,Surface,23,18070106_CA,18070106_CA,-117.955,33.925
507,484,1985,999912,HY,5.9,5.9,HY,NA,HY,Surface,23,18070303_CA,18070303_CA,-117.189,33.394
508,487,1985,999912,HY,4.1,4.1,NN,NA,NN,Unknown,23,18070106_CA,18070106_CA,-117.829,33.9
509,489,1983,999912,HY,5.5,5.5,HY,NA,HY,Surface,23,18040009_CA,18040002_CA,-120.471,37.651
510,490,1960,999912,ET,6.5,7.1,NN,NA,NN,Unknown,20,10250013_CO,10250013_CO,-102.261,39.308
511,491,1963,999912,ET,1.5,1.5,NN,NA,NN,Unknown,20,13010003_CO,13010003_CO,-106.109,37.755
512,492,1962,999912,B1,46,46,CL,RC,ST,Waste,20,11020003_CO,11020003_CO,-104.833,38.824
513,492,1968,999912,B1,77,77,CL,RC,ST,Waste,20,11020003_CO,11020003_CO,-104.833,38.824
515,492,1974,999912,B1,131,131,CL,RC,ST,Waste,20,11020003_CO,11020003_CO,-104.833,38.824
517,493,1953,999912,ST,55,55,NG,RC,ST,Surface,20,11020003_CO,11020003_CO,-104.817,38.881
518,494,1939,999912,HY,5.6,5.6,HY,NA,HY,Surface,20,11020003_CO,11020003_CO,-104.698,38.696
519,495,1925,999912,HY,1,1,HY,NA,HY,Surface,20,10190002_CO,10190002_CO,-105.062,38.997
520,496,1945,999912,ET,1.2,1.2,NG,NA,CT,Surface,20,14020006_CO,14020006_CO,-108.071,38.731
521,496,1938,999912,ET,0.3,0.3,OL,NA,CT,Surface,20,14020006_CO,14020006_CO,-108.071,38.731
522,496,1949,999912,ET,3,3.2,NG,NA,CT,Surface,20,14020006_CO,14020006_CO,-108.071,38.731
523,502,2000,999912,ET,2.7,2.9,NN,NA,NN,Unknown,20,11020009_CO,11020009_CO,-102.2,38.055
524,504,1951,999912,ET,2.9,2.9,NN,NA,NN,Unknown,20,10190018_CO,10190018_CO,-102.249,40.968
525,505,1952,999912,HY,17.2,17.2,HY,NA,HY,Surface,19,10080005_WY,10080005_WY,-108.225,43.206
526,506,1939,999912,ET,14.4,14.4,NN,NA,NN,Unknown,20,11020005_CO,11020005_CO,-103.544,37.984
527,507,1941,999912,ET,5.1,5.1,NN,NA,NN,Unknown,20,11020010_CO,11020010_CO,-103.221,38.06
528,508,1972,999912,B3,25,25,NG,NA,CT,Groundwater,20,11020009_CO,11020009_CO,-102.615,38.092
529,508,2001,999912,ET,4.2,4.2,NG,NA,CT,Groundwater,20,11020009_CO,11020009_CO,-102.615,38.092
530,508,2009,999912,B3,15,15,NG,NA,CT,Groundwater,20,11020009_CO,11020009_CO,-102.615,38.092
531,508,1949,999912,ET,2,2,NN,NA,NN,Unknown,20,11020009_CO,11020009_CO,-102.615,38.092
532,508,2004,999912,WN,5.5,5.5,WN,NA,WN,Groundwater,20,11020009_CO,11020009_CO,-102.615,38.092
533,510,1983,999912,GT,55,55,GT,RC,GD,Groundwater,23,18010110_CA,18010110_CA,-122.756,38.79
535,511,1966,999912,ET,3.8,3.8,NN,NA,NN,Unknown,20,11020010_CO,11020010_CO,-104.489,37.177
536,511,1999,999912,ET,5.4,5.4,NN,NA,NN,Unknown,20,11020010_CO,11020010_CO,-104.489,37.177
537,512,1967,999912,HY,86.4,86.4,HY,NA,HY,Surface,20,14020006_CO,14020002_CO,-107.337,38.453
538,513,1950,999912,HY,51.6,51.6,HY,NA,HY,Surface,20,10190006_CO,10190006_CO,-105.509,40.377
539,514,1970,999912,HY,173.2,173.2,HY,NA,HY,Surface,20,14020006_CO,14020002_CO,-107.539,38.452
540,515,1959,999912,HY,5.2,4.1,HY,NA,HY,Surface,20,10190006_CO,10190006_CO,-105.088,40.428
541,516,1943,999912,HY,26,26,HY,NA,HY,Surface,20,14010001_CO,14010001_CO,-106.43,40.138
542,517,1951,999912,HY,9.3,9.3,HY,NA,HY,Surface,20,10190006_CO,10190006_CO,-105.513,40.365
543,518,1954,999912,HY,90,90,HY,NA,HY,Surface,20,10190006_CO,10190006_CO,-105.236,40.365
544,518,1954,999912,PS,8.5,8.5,HY,NA,OT,Surface,20,10190006_CO,10190006_CO,-105.236,40.365
545,519,1954,999912,HY,38.2,38.2,HY,NA,HY,Surface,20,10190006_CO,10190006_CO,-105.098,40.386
546,520,1962,999912,HY,4.8,4.8,HY,NA,HY,Surface,20,14020006_CO,14020006_CO,-107.874,38.47
547,521,1962,999912,HY,8.6,8.6,HY,NA,HY,Surface,20,14020006_CO,14020006_CO,-107.874,38.47
548,524,1937,999912,ET,0.9,0.9,NN,NA,NN,Unknown,20,10250002_CO,10250002_CO,-102.711,40.14
549,525,1965,999912,B7,184,184,CL,RC,ST,Surface,20,14050001_CO,14050001_CO,-107.185,40.486
551,525,1976,999912,B7,262,262,CL,RC,ST,Surface,20,14050001_CO,14050001_CO,-107.185,40.486
554,527,1959,999912,B3,12,12,CL,RC,ST,Surface,20,14030003_CO,14030003_CO,-108.507,38.238
555,527,1959,999912,B3,12,12,CL,RC,ST,Surface,20,14030003_CO,14030003_CO,-108.507,38.238
556,527,1959,999912,B3,12,12,CL,RC,ST,Surface,20,14030003_CO,14030003_CO,-108.507,38.238
557,527,1991,999912,B3,64,64,CL,RC,ST,Surface,20,14030003_CO,14030003_CO,-108.507,38.238
558,529,1984,999912,PV,2,2,PV,NA,PV,Surface,23,18040013_CA,18040005_CA,-121.178,38.299
559,531,1985,999912,HY,7.2,7.2,HY,NA,HY,Surface,23,18020126_CA,18020126_CA,-121.306,39.052
560,533,1954,999912,EC,650,698,NG,RC,CC,Surface,17,03140301_AL,03140301_AL,-86.477,31.4
562,534,1985,999912,HY,10,10,HY,NA,HY,Surface,23,18020111_CA,10170204_CA,-96.018,43.853
563,535,1986,999912,ET,77,77,NG,NA,CT,Surface,23,18020111_CA,18020121_CA,-121.39,39.637
564,537,1983,999912,HY,10.5,10.5,HY,NA,HY,Surface,23,18040012_CA,18040005_CA,-121.024,38.227
565,539,1929,999912,PS,2,2,NN,NA,NN,Unknown,1,01100005_CT,01100005_CT,-73.435,41.583
566,539,1928,999912,PS,2,2,NN,NA,NN,Unknown,1,01100005_CT,01100005_CT,-73.435,41.583
567,539,1928,999912,PS,25.4,25,HY,NA,OT,Surface,1,01100005_CT,01100005_CT,-73.435,41.583
568,540,1967,999912,ET,17.4,22.5,OL,NA,CT,Ocean,1,01100003_CT,01100004_CT,-72.794,41.293
